iteration;COP;CWP;NPV;nWWcat;nWPr05;nWPr11;nWPr12;nWPr13;nWPr18;nWPr19;nWPr20;nWPr24;nWPr25;nWPr26;nWPr27;nWPr29;nWPr30;nWPr31;nWPr32;nWPr33;nWPr34;nWPr35;nWPr36;nWPr37;nWPr38;nWPr39;nWPr40;nWPr41;nWPr42;nWPr43;nWPr44;nWPr45;nWPr46;nWPr47;nWPr48;nWPr49;nWPr50;nWPr51;nWPr52;nWPr53;nWPr54;nWPr55;nWPr56;nWPr57;nWPr58;nWPr59;nWPr60;nWPr61;nWPr62;nWPr63;nWPr64;nWPr65;nWPr66;nWPr67;nWPr68;nWPr69;nWPr70;nWPr72;nWPr73;nWPr74;nWPr75;nWPr76;nWPr79;nWPr80;nWPr81;nWPr82;nWPr83;nWPr84;nWIn04;nWIn05;nWIn10;nWIn11;nWIn12;nWIn13;nWIn17;nWIn18;nWIn19;nWIn20;nWIn24;nWIn25;nWIn26;nWIn27;nWIn29;nWIn30;nWIn31;nWIn32;nWIn33;nWIn34;nWIn35;nWIn36;nWIn38;nWIn39;nWIn40;nWIn41;nWIn43;nWIn44;nWIn45;nWIn46;nWIn47;nWIn48;nWIn49;nWIn50;nWIn51;nWIn52;nWIn53;nWIn54;nWIn55;nWIn56;nWIn57;nWIn58;nWIn59;nWIn60;nWIn61;nWIn62;nWIn63;nWIn64;nWIn65;nWIn66;nWIn67;nWIn68;nWIn69;nWIn71;nWIn72;nWIn73;nWIn80;nWIn81;nWIn82;nWIn83;nWIn84;nWIn85
1;87660300.0;135993000.0;-554986671.62;1;1;0;0;1;0;1;1;1;0;0;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;1;1;0;0;1;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1;0;0;1;0;1;0;1;0;1;0;1;1;1;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0
1;90198400.0;132665000.0;-322595279.18;0;1;1;0;0;1;1;1;0;0;1;1;1;0;1;1;1;0;0;0;1;0;0;0;0;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;0;0;1;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0
1;89396200.0;134802000.0;-772913614.34;1;0;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;0;1;0;0;0;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;1;1;1;0;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;1;0;1;1;1;1;1;1;1;1;0;1;0;0
1;89165500.0;135509000.0;-490710620.01;1;1;0;0;1;1;1;0;1;0;0;1;1;0;1;1;0;0;1;0;1;1;1;1;0;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;1;1;0;1;1;1;0;1;0;0;0;1;1;0;0;1;1;1;1;1;0;1;1;1;0;1;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;1;1;0
1;88527500.0;131742000.0;-432014452.86;1;0;1;0;1;0;0;0;0;1;1;0;1;1;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;0;1
1;89668800.0;133318000.0;-1083976688.62;1;1;1;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;0;1;1;1;0;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;1;1
1;84147800.0;137380000.0;-459179674.8;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;1;0;1;0;0;0;1;1;1;0;1;0;1;1;0;0;1;1;1;1;0;1;1;0;1;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;1
1;92274800.0;131219000.0;-330024861.37;1;1;1;0;0;1;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;1;1;0;1;1;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;1;1;0
1;86945100.0;135709000.0;-1159660900.39;0;1;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;0;1;0;0;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;0;0;0;1;1;1;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;1;1;1;0;1;0;1;1;0;1;1;1;0;1;1;1;1;0;0;0;1;0
1;83168900.0;138007000.0;-856468097.46;1;1;1;0;1;0;0;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;1;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;1;0;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;0;0
1;87988700.0;136166000.0;-1225642719.17;0;1;1;1;1;1;1;0;1;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;1;0;1;0;1;1;0;0;1;1;1;1;1;1;0;1;0;0;1;1;1;0;1;0;0;0;1;1;0;1;0;1;0;1;0;1;1;1;1;0;0;0;1;1;1;0;1;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1
1;87987700.0;136873000.0;-526488566.18;0;0;0;0;0;0;1;1;1;1;0;0;1;1;1;0;0;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0;1;1;0;1;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;0;1;1;0;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;1;1;0
1;85507300.0;138092000.0;-429603802.09;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;0;1;1;0;1;0;0;1;1;1;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;1;1;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;1
1;87815700.0;135483000.0;24106420.18;0;1;0;1;1;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;1;0;0;0;0;1;1;1;0;0;1;1;1;0;1;0;1;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0
1;91379800.0;131067000.0;-764879897.85;1;1;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;1;0;1;0;0;1;0;0;1;0;1;1;1;1;1;0;1;0;1;0;1;1;0;0;0;1;0;0;1;1;0;0;1;1;1;1;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;1;0;1;1;0;1;1;0;1;1;1;1;1;1;0;1;1;0;0;1;0;0;0;1;1;1;0;1;1
2;86881700.0;134824000.0;-835392015.2;0;1;0;1;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;0;1;0;1;1;1;1;0;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;1;1;1;1;0;0;0;1;1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1
2;89119500.0;132940000.0;-815854986.35;0;1;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;1;1;1;0;1;1;0;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;1;0;1;1;1;0;1;0;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1;0;0;0;1;1;1;1;0;1;1
2;86953800.0;135106000.0;-413809348.99;1;0;0;0;1;0;0;1;0;1;1;0;0;1;1;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;1;1;1;1;0;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;1;0;1;0;1;0;0;1;1;0
2;85736800.0;135903000.0;-830772686.36;1;1;0;1;0;1;0;1;0;0;1;1;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;0;0;0;1;0;1;1;0;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;1;0;1;1;0;1;1;1;1
2;88597800.0;133913000.0;-882898396.11;1;0;1;1;1;0;0;1;1;0;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;0;1;1;1;0;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;1;0;1;0;1;1;0;0;1
2;87348900.0;134324000.0;-418834122.69;0;0;0;1;0;0;1;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;1;1;0;0;1;1;0;1;0;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;0;0;1;0;1;1;1;0;1;1;0;1;0;1;1;1;1;0;0;1;0;1;1;1;1;0;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0
2;91029200.0;133185000.0;268142911.86;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;1;0;1;1;0;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0
2;84658700.0;136437000.0;-877748019.63;0;1;0;0;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;1;1;0;1;1;1;0;1;0;1;0;0;0;1;1;0;0;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;1;1;1;1;0;0;1;1;1;1;0;0;1;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0
2;85532000.0;135320000.0;-750344011.34;1;0;1;0;1;0;0;0;0;1;1;0;1;1;1;0;1;1;0;0;1;1;0;0;1;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;0;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;1;0;1;0;1;1;1;1;1;1;0;1;0;0;0
2;91021000.0;132630000.0;-1087696039.0;1;1;1;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;1;0;1;0;1;1;0;0;0;0;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0;0;0;1;1;1;0;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;1;1
2;80040900.0;139749000.0;-1123700021.11;1;1;1;0;1;0;0;1;1;1;0;1;1;0;0;1;0;1;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;1;1;1;0;1;0;1;0;1;0;0;1;0;1;1;0;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;1;1;1;1;0;1;1;1;0;1;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;0;0
2;89928000.0;134734000.0;-523793035.58;0;1;1;1;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;1;0;1;0;1;1;1;0;0;0;1;1;1;1;0;0;1;1
2;90541000.0;133271000.0;-505866240.74;1;0;1;1;1;0;0;1;1;0;1;1;1;1;0;0;1;0;0;1;0;1;1;1;0;1;0;0;1;1;1;1;1;0;1;1;0;1;1;1;0;1;1;0;0;0;0;1;0;1;1;0;1;1;1;1;1;1;1;0;0;1;0;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;0;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1
2;87662600.0;134844000.0;-502335424.69;0;0;0;1;0;0;0;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;1;0;1;1;1;0;1
2;89565000.0;133199000.0;-766386825.03;0;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;1;1;1;1;0
2;91390600.0;132683000.0;-757282185.23;0;1;0;0;1;0;0;1;1;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;1;1;1;0;1;1;1;0;0;1;0;1;0;0;1;1;0;1;1;1;1;1;0;1;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;0;0;1;1;0;0;1;1;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1
2;86876000.0;135675000.0;-606959210.22;0;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;1;1;0;0;0;1;0;0;0;1;1;0;1;1;1;1;1;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1;1;0;0;0;1;0;1;1;0;1;1;1;0;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;1
2;85975000.0;137168000.0;-760021616.16;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;1;1;0;0;1;1;1;0;1;0;1;0;0;0;0;1;1;0;1;1;1;1;1;0;0;1;0;1;0;0;0;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;0;1;0;1;0;0;1;1;1;0;0;0;1;1;0;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;1;0;1;1;1;1;1;1;0;1;0;0;0
2;88346100.0;135301000.0;-562140039.97;0;1;0;1;1;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;1;1;1;1;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;1;0;1;0;0
2;88679800.0;135378000.0;-509339721.92;1;1;0;0;0;1;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;1;1;1;0;0;1;1;0;0;1;1;1;1;0;0;1;0;0;0;1;0;1;0;1;1;0;1;0;1;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;1;1;0;1;1;1;0;0
