iteration;COP;CWP;NPV;nWWcat;nWPr05;nWPr11;nWPr12;nWPr13;nWPr18;nWPr19;nWPr20;nWPr24;nWPr25;nWPr26;nWPr27;nWPr29;nWPr30;nWPr31;nWPr32;nWPr33;nWPr34;nWPr35;nWPr36;nWPr37;nWPr38;nWPr39;nWPr40;nWPr41;nWPr42;nWPr43;nWPr44;nWPr45;nWPr46;nWPr47;nWPr48;nWPr49;nWPr50;nWPr51;nWPr52;nWPr53;nWPr54;nWPr55;nWPr56;nWPr57;nWPr58;nWPr59;nWPr60;nWPr61;nWPr62;nWPr63;nWPr64;nWPr65;nWPr66;nWPr67;nWPr68;nWPr69;nWPr70;nWPr72;nWPr73;nWPr74;nWPr75;nWPr76;nWPr79;nWPr80;nWPr81;nWPr82;nWPr83;nWPr84;nWIn04;nWIn05;nWIn10;nWIn11;nWIn12;nWIn13;nWIn17;nWIn18;nWIn19;nWIn20;nWIn24;nWIn25;nWIn26;nWIn27;nWIn29;nWIn30;nWIn31;nWIn32;nWIn33;nWIn34;nWIn35;nWIn36;nWIn38;nWIn39;nWIn40;nWIn41;nWIn43;nWIn44;nWIn45;nWIn46;nWIn47;nWIn48;nWIn49;nWIn50;nWIn51;nWIn52;nWIn53;nWIn54;nWIn55;nWIn56;nWIn57;nWIn58;nWIn59;nWIn60;nWIn61;nWIn62;nWIn63;nWIn64;nWIn65;nWIn66;nWIn67;nWIn68;nWIn69;nWIn71;nWIn72;nWIn73;nWIn80;nWIn81;nWIn82;nWIn83;nWIn84;nWIn85
1;89537800.0;134004000.0;-1049551420.8;1;1;1;0;0;0;1;1;1;0;0;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;1;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;0;1;0;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;1
1;90260700.0;134695000.0;60556067.17;1;1;0;1;1;0;1;1;0;0;0;0;1;1;0;1;0;0;1;0;1;0;1;1;1;0;0;0;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;0;0;1;1;0;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;1;0;0;0;0
1;89559900.0;133191000.0;-598175740.82;1;1;1;1;0;0;0;0;1;0;1;0;0;1;1;1;0;1;0;0;1;0;0;1;1;0;1;1;1;1;0;0;0;0;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;1;1;1;0;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0
1;94065500.0;131549000.0;-537673685.85;1;1;1;1;1;1;1;1;0;0;0;1;0;1;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;0;0;0;1;0;1;1;1;0;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;1;1;0;0;1;1;1;0;0;0
1;88971300.0;134022000.0;-501387491.39;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;1;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;0;0;1;1;1;1;0;1;0;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;1;1;1;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;1;1;0
1;83681000.0;137751000.0;-527613856.76;1;1;1;0;0;0;1;1;0;0;0;1;1;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;1;1;1;1;0;1;1;0;0;0;1;0;1;1;0;1;1;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;0;0;1;1;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0
2;83490700.0;139270000.0;-1134014995.37;0;0;1;0;0;0;0;1;1;0;1;1;0;1;0;0;1;0;1;0;1;1;1;1;0;1;0;1;1;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;1;1;1;0;1;1;1;1;0;1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1
2;91134600.0;133461000.0;-567570549.8;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;0;1;0;1;1;0;1;0;0;1;0;0;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;1;1;1;1
2;87540100.0;136277000.0;-612422438.78;0;1;1;1;0;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;1;0;1;1;0;1;0;1;0;1;0;1;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;1;1;0;1;1;0;0;1;0;0;0;1;0;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;1;0;0;0;1;1;1;1
2;85016500.0;137814000.0;-669113969.31;1;0;0;0;0;0;0;1;1;1;1;1;0;0;1;1;1;1;0;1;0;1;1;1;0;0;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;1;1;0;1;0;0;0;1;1;1;0;1;0;0;0;0;1;0;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0
2;86064800.0;136810000.0;-1121943298.64;1;1;1;1;1;0;0;1;0;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;0;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;0;1;1;1;0;0;1;0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;0;1;1;1;0;1;1;0;0;1;0
2;88182600.0;134111000.0;-452353986.98;0;0;0;0;0;1;1;1;1;1;0;1;0;1;0;0;1;0;1;1;1;0;1;0;0;1;1;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;0;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;1;1;1;1;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;1;1;1;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;1;1;0;1
2;92769700.0;132192000.0;-301032193.02;0;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;0;1;1;0;0;1;1;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;1;1;0;0;1;1;1
2;87381900.0;135400000.0;-538889963.37;0;1;0;0;0;0;0;1;0;1;1;1;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;1;1;1;0;0;0;1;0;1;1;0;0;0;1;0;0;1;1;0;1;1;1;1;1;0;1;1;1;1;0;1;0;0;0;0;1;0;1;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;1;1;0;0;0;0;1;0;0;0;1;0;0;1;1;1;1;1;0;1;0
2;86957300.0;135502000.0;-110568091.71;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;0;0;1;1;1;1;0;0;1;0;1;1;1;1;1;0;0;0;1;1;0;1;1;0;1;0;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;1;1;0;1;0;1;0;0;0;0
2;91540900.0;133765000.0;-980540170.1;0;1;1;0;1;1;1;0;0;1;0;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;1;1;1;1;1;0;0;0;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;1;1;0;0;1;1;1
2;91627500.0;131336000.0;-691076955.81;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;0;1;0;1;1;0;1;0;0;1;0;0;1;0;1;1;1;1;1;0;1;1;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0
2;90271200.0;132038000.0;-346187515.54;1;0;1;0;1;1;1;1;1;0;0;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;0;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;1;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0
2;85398200.0;138010000.0;-878062150.91;1;1;1;1;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;1;0;1;1;1;0;0;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;1;0;1;1;0;1;0;1;1;0;1;1;1;1;0;0;1;0;0;1;1;1;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;1;1;1;1;1;1;1;0;0;1;1;1;1;0
2;89960500.0;134021000.0;52361916.27;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;0;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;1;0;1;0;0;1;0;1;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;1;1;1;1;0;1;1;1;1;0;0;0;0;1;1;0;1;0;0;1;1;0;1;1;0;1;0;0;1;0;0
2;83981500.0;137820000.0;-382519369.56;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;1;1;0;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;1;0;1;0;1;1;1;1;1;1;0;0;0;1;0;1;1;1;1;1;1;0;0;1;1;1;0;1;0;1;1;1;0;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0
2;96110600.0;128604000.0;-277990695.61;0;1;1;1;1;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;1;0;1;0;1;0;1;0;1;1;1;1;0;1;1;0;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;1;1;1;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0
2;89522100.0;133759000.0;-1162082280.63;1;1;1;0;0;0;0;1;1;0;0;1;1;0;0;1;1;1;1;0;0;1;1;1;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;1;1;1;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;0;0;1;1;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;0;1;0;0;1;1;1;0;1;1;1;1;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;1
2;89607200.0;135579000.0;-504177977.07;1;1;1;1;1;1;0;0;1;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;1;1;1;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;1;1;1;0;1;0;1;0;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;1;1;1;0;0;0
2;87656800.0;135970000.0;-917587596.53;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;1;1;0;1;0;1;0;0;1;1;1;1;1;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;1;1;1;1;0;1;1;1;0;1;1;0;1;1;1;1;0;1;0;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1;1;1;0;1;0;1;1;1;1;0;1;0;1;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;1;0;1;1;1;1;0;1;1;1
2;88553400.0;133278000.0;-190532129.88;0;0;1;0;0;1;1;1;1;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;1;0;1;1;1;0;0;1;1;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;1;1;1;1;1;1;0;0;0;1;0;0;1;1;0;0;0;1;0;1;1;0;1;0;1
3;83470100.0;138668000.0;-299267786.43;0;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;0;1;1;1;0;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0
3;87680900.0;136059000.0;-80894867.54;0;1;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;1;1;0;1;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1;1;0;1;0;0;1;1;0;0;1;1;0;1;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;0
3;87632000.0;136146000.0;-306614361.83;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;1;0;1;1;0;1;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;1;1;0;1;1;0;1;0;1;0;0;1;1;0;1;1;1;0;0;1;1;0;1;0;1;0;1;0;0;0;1;0;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;1;0;1;1;0;1;0;1;0;0;1;0
3;90327600.0;132979000.0;-389533013.63;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;0;1;1;0;1;1;0;1;1;0;1;0;0;0;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;0;1;1;0;1;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;0;1;0
3;90073000.0;132968000.0;174250662.67;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;1;1;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;0;1;1;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1;1;1;1;0
