iteration;COP;CWP;NPV;nWWcat;nWPr05;nWPr11;nWPr12;nWPr13;nWPr18;nWPr19;nWPr20;nWPr24;nWPr25;nWPr26;nWPr27;nWPr29;nWPr30;nWPr31;nWPr32;nWPr33;nWPr34;nWPr35;nWPr36;nWPr37;nWPr38;nWPr39;nWPr40;nWPr41;nWPr42;nWPr43;nWPr44;nWPr45;nWPr46;nWPr47;nWPr48;nWPr49;nWPr50;nWPr51;nWPr52;nWPr53;nWPr54;nWPr55;nWPr56;nWPr57;nWPr58;nWPr59;nWPr60;nWPr61;nWPr62;nWPr63;nWPr64;nWPr65;nWPr66;nWPr67;nWPr68;nWPr69;nWPr70;nWPr72;nWPr73;nWPr74;nWPr75;nWPr76;nWPr79;nWPr80;nWPr81;nWPr82;nWPr83;nWPr84;nWIn04;nWIn05;nWIn10;nWIn11;nWIn12;nWIn13;nWIn17;nWIn18;nWIn19;nWIn20;nWIn24;nWIn25;nWIn26;nWIn27;nWIn29;nWIn30;nWIn31;nWIn32;nWIn33;nWIn34;nWIn35;nWIn36;nWIn38;nWIn39;nWIn40;nWIn41;nWIn43;nWIn44;nWIn45;nWIn46;nWIn47;nWIn48;nWIn49;nWIn50;nWIn51;nWIn52;nWIn53;nWIn54;nWIn55;nWIn56;nWIn57;nWIn58;nWIn59;nWIn60;nWIn61;nWIn62;nWIn63;nWIn64;nWIn65;nWIn66;nWIn67;nWIn68;nWIn69;nWIn71;nWIn72;nWIn73;nWIn80;nWIn81;nWIn82;nWIn83;nWIn84;nWIn85
2;89658300.0;133252000.0;-873904809.12;0;0;0;1;1;1;0;1;1;1;0;0;1;1;0;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;1;0;0;1;0;1;0;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;0;1
2;93279300.0;130915000.0;9417537.07;1;0;1;0;0;1;0;1;1;0;0;1;1;1;0;0;0;1;0;0;1;1;0;0;1;1;0;1;1;1;1;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;1;1;0;0;0;1;1;0;0;0;1;0;1;0;1;1;1;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;1;1;1;1;1;0;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;0
2;90075800.0;134685000.0;-708993017.76;1;0;1;0;1;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;0;1;1;0;1;0;1;1;0;0;1;1;1;1;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;0;0;1;1;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;1;1;1;0;0;0;1;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;1;0;1;1;0;1;1;1;0;0;1;1
2;87109600.0;134219000.0;-909685020.46;0;1;0;0;1;1;1;1;0;1;0;0;1;1;1;0;0;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;1;0;1;0;1;1;0;1;1;0;0;1;1;0;1;0;1;0;1;1;0;1;1;1;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;1;1;1;1;0;1;1;0;0;1;0;1;1;1;1;0;1;0;0;1;0;1
2;85625700.0;135787000.0;-696892069.88;0;1;0;1;0;0;1;0;0;1;0;1;0;0;1;0;1;0;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;1;1;1;0;0;1;0;0;1;1;0;1;1;1;1;0;0;0;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;0;0;1;1;0;1;1;1;1;0;1;1;0;1;1;0;1;1;0;0;1;0;0;0;0;1;1;1;1;0;1;0;1;1;1;0
2;88096400.0;134363000.0;-474533580.87;0;1;1;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;1;1;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;1;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;1;1;1;1;0;1;1;0;1;0;0;1;0;1;1;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;1;1;1;1;1
2;86839400.0;136684000.0;-319538119.23;0;0;1;0;1;0;0;0;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;1;1;1;0;0;0;1;1;0;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;1;1;1;0;1;0;1;1;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;0;1;1;0;1;1;0;1;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0
2;91351600.0;133224000.0;38766834.25;1;1;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1
2;86776300.0;135529000.0;-174500063.27;1;0;1;0;1;1;1;0;1;0;1;1;0;1;0;1;0;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;1;1;1;0;1;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;1;0;1;1;0;1;1;0;0;1;0;1;0;1;1;0;0;0;1;1;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;0;1;0;1;1
2;84007200.0;137168000.0;-577170948.73;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;1;0;1;0;1;1;1;1;0;0;0;1;0;1;0;0;1;0;1;1;1;0;1;0;1;0;1;0;1;0;1;0;0;0;0;1;0;1;1;1;1;1;0;1;0;1;0;1;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1
3;93411600.0;131239000.0;-544815877.94;1;1;0;0;1;1;0;1;1;1;1;1;1;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;1;1;1;1;0;0;0;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1;0;0;1;1;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1
3;92801700.0;132018000.0;331022947.48;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0
3;89527900.0;135263000.0;204959629.0;0;0;1;0;1;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1
3;84767700.0;137055000.0;28488660.58;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;0;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1
3;89403000.0;132354000.0;430138505.38;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;1;0;1;0;1;0;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;1;1;0;1;1;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0
3;91937800.0;131789000.0;-104451680.99;1;0;0;1;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;1;0;1;1;0;1;0;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0;1;0;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;1;0;1;1;1;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;1;1;1;1
3;92859000.0;132404000.0;170740643.9;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;1;0;0;1;0;1;1;0;1;0;0;0;1;1;1;0;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;0;1;0;0;1;1;0
3;92853500.0;130399000.0;260831472.49;1;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;0;0;0;0;1;0;0;0;1;1;1;0;1;0;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;1;0;0;0;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;1
3;92918800.0;131577000.0;399495162.5;1;1;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1
3;92949800.0;131569000.0;347881439.51;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0
4;91647800.0;133264000.0;9218465.79;1;1;1;1;1;0;0;1;1;0;0;0;1;1;1;1;1;1;0;1;0;1;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;1;1;0;1;1;0;0;1;1;0;1;0;1;1;1;1
4;94623200.0;129613000.0;619598166.95;1;1;1;0;0;0;1;1;1;0;1;0;0;0;1;0;1;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;0;1;0;1;0;0;1;1;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1
4;92568500.0;132914000.0;609408792.83;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1
4;92158400.0;133070000.0;471269292.06;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;1;1;0;1;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;1;0;0;1;1;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1
4;86554900.0;138002000.0;291761174.45;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1
4;94158900.0;130652000.0;-31199581.03;0;1;0;1;0;0;1;1;1;0;0;0;0;1;0;1;0;1;1;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1;1;0;0;1;1;1;0;1;0;0;0;0;1;1;1;1;1;0;1;0;0;0;1;0;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;1;1;1;0;1;1;1;1;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1
4;89100600.0;135030000.0;223016020.61;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;1;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1
4;93622300.0;129269000.0;272654144.62;1;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;1;1;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0
4;93301400.0;130575000.0;379008344.69;1;1;0;1;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;0;1;0;1;1;0;0;1;1;0;0;0;0;1;0;1;0;0;1;1;1;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;0;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;1;0;1;1;0;0;1;1;0;1;0;1;0;0;1
4;91963800.0;131643000.0;196479561.3;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;1;0;0;1;1;0
5;98745900.0;127230000.0;559408634.47;1;1;0;0;1;1;0;1;1;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;1;1;1;0;1;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;0;0;0;1;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;1;0;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;1;1
5;89259100.0;135998000.0;642072068.61;0;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;1;0;1
5;91501200.0;132056000.0;471625145.03;0;0;1;0;0;0;1;1;1;0;1;0;0;0;1;0;1;0;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1
5;95574000.0;129646000.0;918725258.86;1;0;0;0;0;1;0;0;0;1;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;1;1;1;0;1;1;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;1;1;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
5;91526400.0;133041000.0;885617730.93;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;0;1;1;1;1;0;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;1;1;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0
